LINK_ID	PARCEL_ID	DEED_ID
1014	1014	20867
1015	1015	20868
1016	1016	20869
1017	1017	20870
1018	1018	20872
1019	1019	20874
1020	1020	20878
1021	1021	20879
1022	1022	20881
1023	1023	20884
1024	1024	20887
1025	1025	20890
1026	1026	20892
1027	1027	20895
1028	1028	20897
1029	1029	20900
1030	1030	20901
1031	1031	20903
1032	1032	20904
1033	1033	20905
1034	1034	20906
1035	1035	20908
1036	1036	20909
1037	1037	20911
1038	1038	20913
1039	1039	20915
1040	1040	20916
1041	1041	20917
1042	1042	20920
1043	1043	20922
1044	1044	20923
1045	1045	20924
1046	1046	20925
1047	1047	20929
1048	1048	20930
1049	1049	20931
1050	1050	20933
1051	1051	20938
1052	1052	20940
1053	1053	20941
1054	1054	20942
1055	1055	20946
1056	1056	20947
1057	1057	20949
1058	1058	20949
1059	1059	20949
1060	1060	20951
1061	1061	20952
1062	1062	20952
1063	1063	20953
1064	1064	20954
1065	1065	20955
1066	1066	20956
1067	1067	20957
1068	1068	20959
1069	1069	20962
1070	1070	20963
1071	1071	20966
1072	1072	20968
1073	1073	20969
1074	1074	20971
1075	1075	20973
1076	1076	20974
1077	1077	20975
1078	1078	20976
1079	1079	20976
1080	1080	20977
1081	1081	20978
1082	1082	20981
1083	1083	20982
1084	1084	20984
1085	1085	20987
1086	1086	20988
1087	1087	20991
1088	1088	20993
1089	1089	20994
1090	1090	20996
1091	1091	20998
1092	1092	21002
1093	1093	21004
1094	1094	21005
1095	1095	21008
1096	1096	21010
1097	1097	21011
1098	1098	21015
1099	1099	21018
1100	1100	21019
1101	1101	21021
1102	1102	21023
1103	1103	21025
1104	1104	21026
1105	1105	21027
1106	1106	21029
1107	1107	21030
1108	1108	21031
1109	1109	21032
1110	1110	21032
1111	1111	21034
1112	1112	21035
1113	1113	21035
1114	1114	21035
1115	1115	21038
1116	1116	21041
1117	1117	21041
1118	1118	21041
1119	1119	21042
1120	1120	21046
1121	1121	21047
1122	1122	21048
1123	1123	21048
1124	1124	21049
1125	1125	21051
1126	1126	21054
1127	1127	21054
1128	1128	21055
1129	1129	21055
1130	1130	21056
1131	1131	21056
1132	1132	21056
1133	1133	21056
1134	1134	21057
1135	1135	21057
1136	1136	21058
1137	1137	21059
1138	1138	21061
1139	1139	21065
1140	1140	21067
1141	1141	21068
1142	1142	21069
1143	1143	21070
1144	1144	21072
1145	1145	21076
1146	1146	21078
1147	1147	21082
1148	1148	21085
1149	1149	21085
1150	1150	21086
1151	1151	21087
1152	1152	21088
1153	1153	21089
1154	1154	21091
1155	1155	21092
1156	1156	21092
1157	1157	21093
1158	1158	21093
1159	1159	21094
1160	1160	21097
1161	1161	21098
1162	1162	21099
1163	1163	21100
1164	1164	21105
1165	1165	21110
1166	1166	21110
1167	1167	21111
1168	1168	21112
1169	1169	21113
1170	1170	21119
1171	1171	21121
1172	1172	21122
1173	1173	21123
1174	1174	21125
1175	1175	21128
1176	1176	21131
1177	1177	21132
1178	1178	21134
1179	1179	21136
1180	1180	21137
1181	1181	21138
1182	1182	21141
1183	1183	21142
1184	1184	21143
1185	1185	21147
1186	1186	21149
1187	1187	21151
1188	1188	21154
1189	1189	21154
1190	1190	21154
1191	1191	21156
1192	1192	21160
1193	1193	21161
1194	1194	21162
1195	1195	21164
1196	1196	21165
1197	1197	21166
1198	1198	21170
1199	1199	21171
1200	1200	21172
1201	1201	21173
1202	1202	21175
1203	1203	21178
1204	1204	21181
1205	1205	21183
1206	1206	21185
1207	1207	21185
1208	1208	21186
1209	1209	21187
1210	1210	21188
1211	1211	21189
1212	1212	21191
1213	1213	21192
1214	1214	21193
1215	1215	21194
1216	1216	21195
1217	1217	21200
1218	1218	21201
1219	1219	21203
1220	1220	21204
1221	1221	21205
1222	1222	21206
1223	1223	21208
1224	1224	21211
1225	1225	21212
1226	1226	21213
1227	1227	21214
1228	1228	21215
1229	1229	21217
1230	1230	21219
1231	1231	21220
1232	1232	21221
1233	1233	21223
1234	1234	21225
1235	1235	21231
1236	1236	21232
1237	1237	21238
1238	1238	21239
1239	1239	21246
1240	1240	21248
1241	1241	21250
1242	1242	21250
1243	1243	21252
1244	1244	21253
1245	1245	21254
1246	1246	21257
1247	1247	21258
1248	1248	21259
1249	1249	21262
1250	1250	21266
1251	1251	21268
1252	1252	21269
1253	1253	21271
1254	1254	21271
1255	1255	21272
1256	1256	21273
1257	1257	21274
1258	1258	21277
1259	1259	21280
1260	1260	21281
1261	1261	21281
1262	1262	21281
1263	1263	21282
1264	1264	21282
1265	1265	21284
1266	1266	21286
1267	1267	21288
1268	1268	21289
1269	1269	21292
1270	1270	21294
1271	1271	21296
1272	1272	21297
1273	1273	21297
1274	1274	21298
1275	1275	21298
1276	1276	21298
1277	1277	21298
1278	1278	21299
1279	1279	21300
1280	1280	21301
1281	1281	21301
1282	1282	21302
1283	1283	21302
1284	1284	21303
1285	1285	21304
1286	1286	21306
1287	1287	21308
1288	1288	21309
1289	1289	21309
1290	1290	21311
1291	1291	21313
1292	1292	21314
1293	1293	21315
1294	1294	21315
1295	1295	21315
1296	1296	21316
1297	1297	21317
1298	1298	21319
1299	1299	21319
1300	1300	21319
1301	1301	21319
1302	1302	21319
1303	1303	21321
1304	1304	21323
1305	1305	21324
1306	1306	21325
1307	1307	21327
1308	1308	21328
1309	1309	21329
1310	1310	21330
1311	1311	21331
1312	1312	21332
1313	1313	21332
1314	1314	21333
1315	1315	21334
1316	1316	21335
1317	1317	21336
1318	1318	21341
1319	1319	21343
1320	1320	21344
1321	1321	21346
1322	1322	21347
1323	1323	21351
1324	1324	21352
1325	1325	21354
1326	1326	21355
1327	1327	21357
1328	1328	21363
1329	1329	21364
1330	1330	21364
1331	1331	21365
1332	1332	21368
1333	1333	21370
1334	1334	21374
1335	1335	21375
1336	1336	21377
1337	1337	21379
1338	1338	21381
1339	1339	21382
1340	1340	21383
1341	1341	21383
1342	1342	21384
1343	1343	21385
1344	1344	21386
1345	1345	21387
1346	1346	21388
1347	1347	21388
1348	1348	21388
1349	1349	21388
1350	1350	21388
1351	1351	21388
1352	1352	21388
1353	1353	21388
1354	1354	21388
1355	1355	21388
1356	1356	21391
1357	1357	21392
1358	1358	21394
1359	1359	21395
1360	1360	21399
1361	1361	21400
1362	1362	21401
1363	1363	21402
1364	1364	21404
1365	1365	21406
1366	1366	21408
1367	1367	21411
1368	1368	21413
1369	1369	21416
1370	1370	21416
1371	1371	21416
1372	1372	21419
1373	1373	21420
1374	1374	21422
1375	1375	21423
1376	1376	21424
1377	1377	21425
1378	1378	21428
1379	1379	21428
1380	1380	21429
1381	1381	21433
1382	1382	21434
1383	1383	21434
1384	1384	21434
1385	1385	21436
1386	1386	21438
1387	1387	21439
1388	1388	21440
1389	1389	21442
1390	1390	21443
1391	1391	21444
1392	1392	21445
1393	1393	21447
1394	1394	21449
1395	1395	21450
1396	1396	21452
1397	1397	21453
1398	1398	21458
1399	1399	21460
1400	1400	21461
1401	1401	21462
1402	1402	30003
1403	1403	30008
1404	1404	30010
1405	1405	30010
1406	1406	30010
1407	1407	30011
1408	1408	30011
1409	1409	30013
1410	1410	30015
1411	1411	30019
1412	1412	30021
1413	1413	30022
1414	1414	30023
1415	1415	30024
1416	1416	30028
1417	1417	30030
1418	1418	30031
1419	1419	30032
1420	1420	30033
1421	1421	30034
1422	1422	30035
1423	1423	30036
1424	1424	30037
1425	1425	30039
1426	1426	30042
1427	1427	30044
1428	1428	30045
1429	1429	30049
1430	1430	30051
1431	1431	30053
1432	1432	30054
1433	1433	30054
1434	1434	30054
1435	1435	30054
1436	1436	30055
1437	1437	30057
1438	1438	30058
1439	1439	30061
1440	1440	30064
1441	1441	30065
1442	1442	30066
1443	1443	30068
1444	1444	30068
1445	1445	30069
1446	1446	30070
1447	1447	30070
1448	1448	30072
1449	1449	30073
1450	1450	30075
1451	1451	30078
1452	1452	30079
1453	1453	30080
1454	1454	30081
1455	1455	30082
1456	1456	30086
1457	1457	30088
1458	1458	30089
1459	1459	30090
1460	1460	30091
1461	1461	30091
1462	1462	30094
1463	1463	30094
1464	1464	30094
1465	1465	30101
1466	1466	30102
1467	1467	30103
1468	1468	30105
1469	1469	30106
1470	1470	30107
1471	1471	30109
1472	1472	30110
1473	1473	30111
1474	1474	30111
1475	1475	30112
1476	1476	30114
1477	1477	30116
1478	1478	30117
1479	1479	30120
1480	1480	30121
1481	1481	30126
1482	1482	30126
1483	1483	30130
1484	1484	30134
1485	1485	30137
1486	1486	30141
1487	1487	30143
1488	1488	30144
1489	1489	30145
1490	1490	30149
1491	1491	30150
1492	1492	30151
1493	1493	30153
1494	1494	30155
1495	1495	30158
1496	1496	30162
1497	1497	30163
1498	1498	30164
1499	1499	30166
1500	1500	30167
1501	1501	30175
1502	1502	30177
1503	1503	30178
1504	1504	30181
1505	1505	30182
1506	1506	30188
1507	1507	30190
1508	1508	30190
1509	1509	30190
1510	1510	30190
1511	1511	30190
1512	1512	30190
1513	1513	30190
1514	1514	30190
1515	1515	30191
1516	1516	30192
1517	1517	30193
1518	1518	30195
1519	1519	30196
1520	1520	30196
1521	1521	30196
1522	1522	30196
1523	1523	30197
1524	1524	30199
1525	1525	30205
1526	1526	30206
1527	1527	30212
1528	1528	30215
1529	1529	30217
1530	1530	30221
1531	1531	30223
1532	1532	30225
1533	1533	30225
1534	1534	30232
1535	1535	30232
1536	1536	30233
1537	1537	30234
1538	1538	30234
1539	1539	30236
1540	1540	30237
1541	1541	30238
1542	1542	30239
1543	1543	30241
1544	1544	30246
1545	1545	30247
1546	1546	30247
1547	1547	30248
1548	1548	30249
1549	1549	30251
1550	1550	30256
1551	1551	30256
1552	1552	30256
1553	1553	30256
1554	1554	30261
1555	1555	30264
1556	1556	30265
1557	1557	30267
1558	1558	30268
1559	1559	30271
1560	1560	30273
1561	1561	30274
1562	1562	30278
1563	1563	30282
1564	1564	30286
1565	1565	30287
1566	1566	30289
1567	1567	30293
1568	1568	30297
1569	1569	30299
1570	1570	30300
1571	1571	30301
1572	1572	30308
1573	1573	30311
1574	1574	30312
1575	1575	30315
1576	1576	30320
1577	1577	30321
1578	1578	30321
1579	1579	30321
1580	1580	30323
1581	1581	30327
1582	1582	30330
1583	1583	30341
1584	1584	30344
1585	1585	30345
1586	1586	30347
1587	1587	30348
1588	1588	30348
1589	1589	30349
1590	1590	30352
1591	1591	30353
1592	1592	30354
1593	1593	30356
1594	1594	30357
1595	1595	30358
1596	1596	30362
1597	1597	30362
1598	1598	30362
1599	1599	30362
1600	1600	30362
1601	1601	30362
1602	1602	30362
1603	1603	30362
1604	1604	30362
1605	1605	30366
1606	1606	30367
1607	1607	30368
1608	1608	30372
1609	1609	30373
1610	1610	30377
1611	1611	30379
1612	1612	30380
1613	1613	30382
1614	1614	30383
1615	1615	30384
1616	1616	30386
1617	1617	30386
1618	1618	30387
1619	1619	30387
1620	1620	30390
1621	1621	30393
1622	1622	30394
1623	1623	30400
1624	1624	30403
1625	1625	30404
1626	1626	30407
1627	1627	30408
1628	1628	30409
1629	1629	30409
1630	1630	30412
1631	1631	30416
1632	1632	30416
1633	1633	30418
1634	1634	30418
1635	1635	30418
1636	1636	30419
1637	1637	30419
1638	1638	30419
1639	1639	30419
1640	1640	30419
1641	1641	30422
1642	1642	30427
1643	1643	30428
1644	1644	30429
1645	1645	30430
1646	1646	30431
1647	1647	30432
1648	1648	30434
1649	1649	30435
1650	1650	30436
1651	1651	30437
1652	1652	30438
1653	1653	30439
1654	1654	30440
1655	1655	30441
1656	1656	30442
1657	1657	30443
1658	1658	30446
1659	1659	30450
1660	1660	30451
1661	1661	30456
1662	1662	30456
1663	1663	30459
1664	1664	30460
1665	1665	30461
1666	1666	30462
1667	1667	30464
1668	1668	30465
1669	1669	30467
1670	1670	30468
1671	1671	30470
1672	1672	30471
1673	1673	30473
1674	1674	30476
1675	1675	30477
1676	1676	30478
1677	1677	30480
1678	1678	30480
1679	1679	30484
1680	1680	30485
1681	1681	30489
1682	1682	30490
1683	1683	30491
1684	1684	30497
1685	1685	30498
1686	1686	30499
1687	1687	30501
1688	1688	30502
1689	1689	30504
1690	1690	30504
1691	1691	30504
1692	1692	30504
1693	1693	30504
1694	1694	30506
1695	1695	30509
1696	1696	30510
1697	1697	30510
1698	1698	30510
1699	1699	30510
1700	1700	30510
1701	1701	30511
1702	1702	30511
1703	1703	30511
1704	1704	30512
1705	1705	30515
1706	1706	30517
1707	1707	30518
1708	1708	30520
1709	1709	30527
1710	1710	30527
1711	1711	30529
1712	1712	30531
1713	1713	30533
1714	1714	30534
1715	1715	30540
1716	1716	30541
1717	1717	30541
1718	1718	30545
1719	1719	30551
1720	1720	30558
1721	1721	30560
1722	1722	30562
1723	1723	30564
1724	1724	30565
1725	1725	30568
1726	1726	30569
1727	1727	30571
1728	1728	30573
1729	1729	30574
1730	1730	30576
1731	1731	30577
1732	1732	30579
1733	1733	30579
1734	1734	30581
1735	1735	30584
1736	1736	30586
1737	1737	30587
1738	1738	30588
1739	1739	30590
1740	1740	30591
1741	1741	30602
1742	1742	30603
1743	1743	30606
1744	1744	30608
1745	1745	30610
1746	1746	30611
1747	1747	30612
1748	1748	30613
1749	1749	30614
1750	1750	30615
1751	1751	30616
1752	1752	30619
1753	1753	30619
1754	1754	30619
1755	1755	30620
1756	1756	30621
1757	1757	30627
1758	1758	30628
1759	1759	30630
1760	1760	30637
1761	1761	30638
1762	1762	30641
1763	1763	30647
1764	1764	30649
1765	1765	30649
1766	1766	30651
1767	1767	30652
1768	1768	30653
1769	1769	30653
