LINK_ID	PARCEL_ID	DEED_ID
1770	1770	30653
1771	1771	30656
1772	1772	30656
1773	1773	30660
1774	1774	30662
1775	1775	30663
1776	1776	30664
1777	1777	30666
1778	1778	30667
1779	1779	30669
1780	1780	30670
1781	1781	30673
1782	1782	30675
1783	1783	30677
1784	1784	30679
1785	1785	30680
1786	1786	30682
1787	1787	30685
1788	1788	30686
1789	1789	30687
1790	1790	30687
1791	1791	30688
1792	1792	30689
1793	1793	30690
1794	1794	30693
1795	1795	30700
1796	1796	30701
1797	1797	30702
1798	1798	30702
1799	1799	30703
1800	1800	30705
1801	1801	30706
1802	1802	30709
1803	1803	30711
1804	1804	30714
1805	1805	30715
1806	1806	30718
1807	1807	30719
1808	1808	30720
1809	1809	30722
1810	1810	30725
1811	1811	30726
1812	1812	30731
1813	1813	30732
1814	1814	40001
1815	1815	40004
1816	1816	40006
1817	1817	40012
1818	1818	40012
1819	1819	40013
1820	1820	40013
1821	1821	40014
1822	1822	40016
1823	1823	40017
1824	1824	40018
1825	1825	40019
1826	1826	40020
1827	1827	40024
1828	1828	40026
1829	1829	40029
1830	1830	40030
1831	1831	40032
1832	1832	40033
1833	1833	40037
1834	1834	40037
1835	1835	40037
1836	1836	40037
1837	1837	40037
1838	1838	40037
1839	1839	40037
1840	1840	40038
1841	1841	40041
1842	1842	40041
1843	1843	40042
1844	1844	40042
1845	1845	40042
1846	1846	40042
1847	1847	40047
1848	1848	40049
1849	1849	40049
1850	1850	40052
1851	1851	40053
1852	1852	40055
1853	1853	40055
1854	1854	40055
1855	1855	40055
1856	1856	40055
1857	1857	40055
1858	1858	40055
1859	1859	40056
1860	1860	40056
1861	1861	40057
1862	1862	40059
1863	1863	40060
1864	1864	40062
1865	1865	40062
1866	1866	40065
1867	1867	40067
1868	1868	40069
1869	1869	40069
1870	1870	40069
1871	1871	40071
1872	1872	40078
1873	1873	40081
1874	1874	40081
1875	1875	40082
1876	1876	40082
1877	1877	40086
1878	1878	40087
1879	1879	40088
1880	1880	40089
1881	1881	40090
1882	1882	40091
1883	1883	40092
1884	1884	40097
1885	1885	40100
1886	1886	40103
1887	1887	40107
1888	1888	40108
1889	1889	40109
1890	1890	40109
1891	1891	40110
1892	1892	40112
1893	1893	40112
1894	1894	40113
1895	1895	40113
1896	1896	40114
1897	1897	40116
1898	1898	40118
1899	1899	40120
1900	1900	40123
1901	1901	40124
1902	1902	40125
1903	1903	40127
1904	1904	40131
1905	1905	40132
1906	1906	40133
1907	1907	40136
1908	1908	40137
1909	1909	40139
1910	1910	40141
1911	1911	40142
1912	1912	40143
1913	1913	40144
1914	1914	40145
1915	1915	40146
1916	1916	40146
1917	1917	40147
1918	1918	40150
1919	1919	40151
1920	1920	40152
1921	1921	40154
1922	1922	40157
1923	1923	40160
1924	1924	40163
1925	1925	40164
1926	1926	40166
1927	1927	40167
1928	1928	40168
1929	1929	40172
1930	1930	40174
1931	1931	40182
1932	1932	40186
1933	1933	40188
1934	1934	40191
1935	1935	40192
1936	1936	40195
1937	1937	40196
1938	1938	40197
1939	1939	40199
1940	1940	40202
1941	1941	40203
1942	1942	40205
1943	1943	40207
1944	1944	40210
1945	1945	40211
1946	1946	40212
1947	1947	40214
1948	1948	40216
1949	1949	40219
1950	1950	40224
1951	1951	40224
1952	1952	40225
1953	1953	40225
1954	1954	40229
1955	1955	40231
1956	1956	40234
1957	1957	40238
1958	1958	40239
1959	1959	40240
1960	1960	40243
1961	1961	40244
1962	1962	40248
1963	1963	40253
1964	1964	40253
1965	1965	40261
1966	1966	40262
1967	1967	40263
1968	1968	40264
1969	1969	40264
1970	1970	40266
1971	1971	40267
1972	1972	40268
1973	1973	40270
1974	1974	40272
1975	1975	40274
1976	1976	40274
1977	1977	40276
1978	1978	40277
1979	1979	40278
1980	1980	40279
1981	1981	40279
1982	1982	40281
1983	1983	40283
1984	1984	40284
1985	1985	40286
1986	1986	40287
1987	1987	40288
1988	1988	40289
1989	1989	40292
1990	1990	40293
1991	1991	40299
1992	1992	40302
1993	1993	40303
1994	1994	40305
1995	1995	40307
1996	1996	40310
1997	1997	40316
1998	1998	40318
1999	1999	40318
2000	2000	40319
2001	2001	40320
2002	2002	40321
2003	2003	40322
2004	2004	40323
2005	2005	40323
2006	2006	40327
2007	2007	40327
2008	2008	40329
2009	2009	40330
2010	2010	40331
2011	2011	40333
2012	2012	40335
2013	2013	40336
2014	2014	40336
2015	2015	40336
2016	2016	40337
2017	2017	40338
2018	2018	40340
2019	2019	40342
2020	2020	40347
2021	2021	40347
2022	2022	40349
2023	2023	40349
2024	2024	40350
2025	2025	40351
2026	2026	40353
2027	2027	40357
2028	2028	40358
2029	2029	40360
2030	2030	40361
2031	2031	40364
2032	2032	40366
2033	2033	40367
2034	2034	40370
2035	2035	40373
2036	2036	40374
2037	2037	40375
2038	2038	40376
2039	2039	40377
2040	2040	40378
2041	2041	40379
2042	2042	40380
2043	2043	40382
2044	2044	40385
2045	2045	40387
2046	2046	40388
2047	2047	40392
2048	2048	40394
2049	2049	40395
2050	2050	40397
2051	2051	40398
2052	2052	40399
2053	2053	40400
2054	2054	40401
2055	2055	40407
2056	2056	50002
2057	2057	50005
2058	2058	50006
2059	2059	50013
2060	2060	50014
2061	2061	50016
2062	2062	50017
2063	2063	50020
2064	2064	50022
2065	2065	50023
2066	2066	50024
2067	2067	50025
2068	2068	50028
2069	2069	50038
2070	2070	50039
2071	2071	50042
2072	2072	50044
2073	2073	50046
2074	2074	50047
2075	2075	50049
2076	2076	50050
2077	2077	50053
2078	2078	50054
2079	2079	50056
2080	2080	50057
2081	2081	50060
2082	2082	50062
2083	2083	50063
2084	2084	50064
2085	2085	50065
2086	2086	50066
2087	2087	50074
2088	2088	50076
2089	2089	50076
2090	2090	50076
2091	2091	50076
2092	2092	50076
2093	2093	50076
2094	2094	50076
2095	2095	50077
2096	2096	50079
2097	2097	50081
2098	2098	50081
2099	2099	50083
2100	2100	50085
2101	2101	50086
2102	2102	50087
2103	2103	50088
2104	2104	50090
2105	2105	50090
2106	2106	50090
2107	2107	50090
2108	2108	50090
2109	2109	50090
2110	2110	50090
2111	2111	50093
2112	2112	50096
2113	2113	50098
2114	2114	50098
2115	2115	50098
2116	2116	50099
2117	2117	50102
2118	2118	50103
2119	2119	50103
2120	2120	50110
2121	2121	50113
2122	2122	50114
2123	2123	50117
2124	2124	50117
2125	2125	50118
2126	2126	50120
2127	2127	50122
2128	2128	50123
2129	2129	50124
2130	2130	50126
2131	2131	50127
2132	2132	50128
2133	2133	50128
2134	2134	50129
2135	2135	50139
2136	2136	50141
2137	2137	50143
2138	2138	50144
2139	2139	50145
2140	2140	50149
2141	2141	50150
2142	2142	50153
2143	2143	50164
2144	2144	50165
2145	2145	50166
2146	2146	50174
2147	2147	50174
2148	2148	50175
2149	2149	50175
2150	2150	50176
2151	2151	50177
2152	2152	50179
2153	2153	50180
2154	2154	50181
2155	2155	50182
2156	2156	50187
2157	2157	50188
2158	2158	50189
2159	2159	50191
2160	2160	50191
2161	2161	50192
2162	2162	50195
2163	2163	50195
2164	2164	50195
2165	2165	50195
2166	2166	50195
2167	2167	50197
2168	2168	50197
2169	2169	50201
2170	2170	50203
2171	2171	50203
2172	2172	50204
2173	2173	50205
2174	2174	50206
2175	2175	50207
2176	2176	50208
2177	2177	50215
2178	2178	50216
2179	2179	50217
2180	2180	50220
2181	2181	50222
2182	2182	50224
2183	2183	50225
2184	2184	50225
2185	2185	50226
2186	2186	50227
2187	2187	50230
2188	2188	50231
2189	2189	50235
2190	2190	50236
2191	2191	50237
2192	2192	50238
2193	2193	50239
2194	2194	60005
2195	2195	60006
2196	2196	60011
2197	2197	60013
2198	2198	60016
2199	2199	60018
2200	2200	60019
2201	2201	60019
2202	2202	60019
2203	2203	60020
2204	2204	60020
2205	2205	60020
2206	2206	60023
2207	2207	60028
2208	2208	60029
2209	2209	60029
2210	2210	60035
2211	2211	60048
2212	2212	60049
2213	2213	60050
2214	2214	60054
2215	2215	60060
2216	2216	60061
2217	2217	60062
2218	2218	60064
2219	2219	60069
2220	2220	60069
2221	2221	60069
2222	2222	60074
2223	2223	60078
2224	2224	60083
2225	2225	60085
2226	2226	60086
2227	2227	60087
2228	2228	60088
2229	2229	60089
2230	2230	60092
2231	2231	60094
2232	2232	60095
2233	2233	60098
2234	2234	60102
2235	2235	60104
2236	2236	60107
2237	2237	60108
2238	2238	60110
2239	2239	60112
2240	2240	60112
2241	2241	60112
2242	2242	60112
2243	2243	60112
2244	2244	60115
2245	2245	60116
2246	2246	60117
2247	2247	60118
2248	2248	60121
2249	2249	60124
2250	2250	60126
2251	2251	60130
2252	2252	60132
2253	2253	60134
2254	2254	60134
2255	2255	60136
2256	2256	60140
2257	2257	60143
2258	2258	60143
2259	2259	60144
2260	2260	60144
2261	2261	60148
2262	2262	60150
2263	2263	60150
2264	2264	60151
2265	2265	60151
2266	2266	60151
2267	2267	60151
2268	2268	60153
2269	2269	60154
2270	2270	60154
2271	2271	60156
2272	2272	60158
2273	2273	60159
2274	2274	60159
2275	2275	60160
2276	2276	60161
2277	2277	60165
2278	2278	60165
2279	2279	60166
2280	2280	60167
2281	2281	60171
2282	2282	60171
2283	2283	60171
2284	2284	60171
2285	2285	60171
2286	2286	60171
2287	2287	60176
2288	2288	60178
2289	2289	60178
2290	2290	60184
2291	2291	60187
2292	2292	60189
2293	2293	60189
2294	2294	60190
2295	2295	60192
2296	2296	60205
2297	2297	60205
2298	2298	60206
2299	2299	60208
2300	2300	60210
2301	2301	60211
2302	2302	60216
2303	2303	60218
2304	2304	60221
2305	2305	60222
2306	2306	60224
2307	2307	60226
2308	2308	60227
2309	2309	60230
2310	2310	60232
2311	2311	60234
2312	2312	60235
2313	2313	60236
2314	2314	60241
2315	2315	60241
2316	2316	60243
2317	2317	60245
2318	2318	60248
2319	2319	60250
2320	2320	60251
2321	2321	60252
2322	2322	60253
2323	2323	60255
2324	2324	60255
2325	2325	60257
2326	2326	60260
2327	2327	60266
2328	2328	60267
2329	2329	60269
2330	2330	60271
2331	2331	60274
2332	2332	60275
2333	2333	60275
2334	2334	60280
2335	2335	60285
2336	2336	60288
2337	2337	60291
2338	2338	60291
2339	2339	60291
2340	2340	60292
2341	2341	60293
2342	2342	60295
2343	2343	60296
2344	2344	60296
2345	2345	60296
2346	2346	60297
2347	2347	60298
2348	2348	60299
2349	2349	60301
2350	2350	60303
2351	2351	60305
2352	2352	60306
2353	2353	60307
2354	2354	60308
2355	2355	60312
2356	2356	60316
2357	2357	60321
2358	2358	60322
2359	2359	60324
2360	2360	60326
2361	2361	60327
2362	2362	60329
2363	2363	60330
2364	2364	60333
2365	2365	60334
2366	2366	60336
2367	2367	60337
2368	2368	60338
2369	2369	60342
2370	2370	60342
2371	2371	60343
2372	2372	60350
2373	2373	60352
2374	2374	60353
2375	2375	60356
2376	2376	60358
2377	2377	60359
2378	2378	60360
2379	2379	60363
2380	2380	60364
2381	2381	60366
2382	2382	60367
2383	2383	60368
2384	2384	60370
2385	2385	60370
2386	2386	60371
2387	2387	60373
2388	2388	60374
2389	2389	60374
2390	2390	60374
2391	2391	60375
2392	2392	60376
2393	2393	60379
2394	2394	60380
2395	2395	60382
2396	2396	60382
2397	2397	60383
2398	2398	60384
2399	2399	60386
2400	2400	60387
2401	2401	60392
2402	2402	60395
2403	2403	60396
2404	2404	60399
2405	2405	60403
2406	2406	60405
2407	2407	60407
2408	2408	60408
2409	2409	60410
2410	2410	60410
2411	2411	60410
2412	2412	60410
2413	2413	60410
2414	2414	60411
2415	2415	60412
2416	2416	60412
2417	2417	60413
2418	2418	60414
2419	2419	60415
2420	2420	60417
2421	2421	60418
2422	2422	60420
2423	2423	60421
2424	2424	60422
2425	2425	60423
2426	2426	60425
2427	2427	60427
2428	2428	60427
2429	2429	60429
2430	2430	60434
2431	2431	60435
2432	2432	60436
2433	2433	60437
2434	2434	60439
2435	2435	60441
2436	2436	60447
2437	2437	60448
2438	2438	60448
2439	2439	60449
2440	2440	60449
2441	2441	60451
2442	2442	60455
2443	2443	60456
2444	2444	60458
2445	2445	60460
2446	2446	60460
2447	2447	60461
2448	2448	60463
2449	2449	60464
2450	2450	60466
2451	2451	60469
2452	2452	60472
2453	2453	60475
2454	2454	60478
2455	2455	60479
2456	2456	60479
2457	2457	60481
2458	2458	60482
2459	2459	60482
2460	2460	60482
2461	2461	60483
2462	2462	60483
2463	2463	60490
2464	2464	60490
2465	2465	60493
2466	2466	60494
2467	2467	60495
2468	2468	60499
2469	2469	60500
2470	2470	60505
2471	2471	60507
2472	2472	60507
2473	2473	60508
2474	2474	60510
2475	2475	60517
2476	2476	60518
2477	2477	60519
2478	2478	60520
2479	2479	60522
2480	2480	60526
2481	2481	60528
2482	2482	60530
2483	2483	60531
2484	2484	60531
2485	2485	60536
2486	2486	60539
2487	2487	60540
2488	2488	60541
2489	2489	60541
2490	2490	70002
2491	2491	70003
2492	2492	70005
2493	2493	70006
2494	2494	70007
2495	2495	70008
2496	2496	70011
2497	2497	70011
2498	2498	70011
2499	2499	70012
2500	2500	70012
2501	2501	70012
2502	2502	70013
2503	2503	70017
2504	2504	70018
2505	2505	70019
2506	2506	70019
2507	2507	70019
2508	2508	70020
2509	2509	70020
2510	2510	70024
2511	2511	70027
2512	2512	70030
2513	2513	70036
2514	2514	70037
2515	2515	70039
2516	2516	70041
2517	2517	70043
2518	2518	70048
2519	2519	70053
2520	2520	70057
2521	2521	70058
2522	2522	70061
2523	2523	70064
2524	2524	70065
2525	2525	70066
2526	2526	70074
2527	2527	70076
2528	2528	70077
2529	2529	70078
2530	2530	70083
2531	2531	70084
2532	2532	70087
2533	2533	70088
2534	2534	70089
2535	2535	70093
2536	2536	70094
2537	2537	70096
2538	2538	70101
2539	2539	70101
2540	2540	70101
2541	2541	70103
2542	2542	70104
2543	2543	70104
2544	2544	70106
2545	2545	70107
2546	2546	70108
2547	2547	70109
2548	2548	70110
2549	2549	70111
2550	2550	70114
2551	2551	70115
2552	2552	70116
2553	2553	70116
2554	2554	70119
2555	2555	70119
2556	2556	70119
2557	2557	70119
2558	2558	70119
2559	2559	70119
2560	2560	70119
2561	2561	70119
2562	2562	70119
2563	2563	70119
2564	2564	70119
2565	2565	70119
2566	2566	70119
2567	2567	70119
2568	2568	70119
2569	2569	70119
2570	2570	70119
2571	2571	70119
2572	2572	70119
2573	2573	70119
2574	2574	70119
2575	2575	70119
2576	2576	70119
2577	2577	70119
2578	2578	70119
2579	2579	70119
2580	2580	70119
2581	2581	70119
2582	2582	70119
2583	2583	70119
2584	2584	70119
2585	2585	70119
2586	2586	70119
2587	2587	70119
2588	2588	70119
2589	2589	70119
2590	2590	70119
2591	2591	70119
2592	2592	70119
2593	2593	70119
2594	2594	70119
2595	2595	70119
2596	2596	70119
2597	2597	70119
2598	2598	70119
2599	2599	70119
2600	2600	70122
2601	2601	70123
2602	2602	70127
2603	2603	70129
2604	2604	70129
2605	2605	70141
2606	2606	70141
2607	2607	70141
2608	2608	70141
2609	2609	70141
2610	2610	70141
2611	2611	70141
2612	2612	70141
2613	2613	70141
2614	2614	70141
2615	2615	70141
2616	2616	70141
2617	2617	70141
2618	2618	70141
2619	2619	70141
2620	2620	70141
2621	2621	70141
2622	2622	70141
2623	2623	70141
2624	2624	70141
2625	2625	70141
2626	2626	70141
2627	2627	70148
2628	2628	70150
2629	2629	70153
2630	2630	70156
2631	2631	70158
2632	2632	70161
2633	2633	70166
2634	2634	70171
2635	2635	70173
2636	2636	70178
2637	2637	70179
2638	2638	70180
2639	2639	70186
2640	2640	70187
2641	2641	70188
2642	2642	70189
2643	2643	70191
2644	2644	70192
2645	2645	70193
2646	2646	70196
2647	2647	70198
2648	2648	70199
2649	2649	70202
2650	2650	70203
2651	2651	70207
2652	2652	70209
2653	2653	70210
2654	2654	70213
2655	2655	70215
2656	2656	70216
2657	2657	70217
2658	2658	70219
2659	2659	70222
2660	2660	70223
2661	2661	70225
2662	2662	70226
2663	2663	70227
2664	2664	70228
2665	2665	70229
2666	2666	70232
2667	2667	70234
2668	2668	70234
2669	2669	70237
2670	2670	70238
2671	2671	70239
2672	2672	70244
2673	2673	70250
2674	2674	70253
2675	2675	70254
2676	2676	70254
2677	2677	70255
2678	2678	70257
2679	2679	70259
2680	2680	70262
2681	2681	70263
2682	2682	70264
2683	2683	70265
2684	2684	70266
2685	2685	70267
2686	2686	70270
2687	2687	70271
2688	2688	70275
2689	2689	70277
2690	2690	70278
2691	2691	70279
2692	2692	70280
2693	2693	70280
2694	2694	70280
2695	2695	70281
2696	2696	70283
2697	2697	70284
2698	2698	70284
2699	2699	70285
2700	2700	70286
2701	2701	70287
2702	2702	70290
2703	2703	70299
2704	2704	70300
2705	2705	70302
2706	2706	70302
2707	2707	70303
2708	2708	70306
2709	2709	70311
2710	2710	70313
2711	2711	70314
2712	2712	70315
2713	2713	70319
2714	2714	70320
2715	2715	70322
2716	2716	70323
2717	2717	70323
2718	2718	70324
2719	2719	70332
2720	2720	70337
2721	2721	70344
2722	2722	70346
2723	2723	70347
2724	2724	70348
2725	2725	70353
2726	2726	70354
2727	2727	70354
2728	2728	70354
2729	2729	70359
2730	2730	70360
2731	2731	70360
2732	2732	70364
2733	2733	70366
2734	2734	70367
2735	2735	70368
2736	2736	70372
2737	2737	70374
2738	2738	70376
2739	2739	70378
2740	2740	70379
2741	2741	70381
2742	2742	70384
2743	2743	70389
2744	2744	70390
2745	2745	70391
2746	2746	70391
2747	2747	70392
2748	2748	70393
2749	2749	70396
2750	2750	70396
2751	2751	70396
2752	2752	70397
2753	2753	70397
2754	2754	70399
2755	2755	70401
2756	2756	70402
2757	2757	70403
2758	2758	70405
2759	2759	70406
2760	2760	70407
2761	2761	70413
2762	2762	70416
2763	2763	70423
2764	2764	70425
2765	2765	70426
2766	2766	70429
2767	2767	70430
2768	2768	80001
2769	2769	80002
2770	2770	80005
2771	2771	80006
2772	2772	80007
2773	2773	80009
2774	2774	80009
2775	2775	80010
2776	2776	80017
2777	2777	80019
2778	2778	80022
2779	2779	80023
2780	2780	80024
2781	2781	80025
2782	2782	80029
2783	2783	80030
2784	2784	80034
2785	2785	80035
2786	2786	80037
2787	2787	80041
2788	2788	80044
2789	2789	80046
2790	2790	80051
2791	2791	80054
2792	2792	80057
2793	2793	80057
2794	2794	80058
2795	2795	80058
2796	2796	80058
2797	2797	80059
2798	2798	80063
2799	2799	80063
2800	2800	80067
2801	2801	80067
2802	2802	80067
2803	2803	80067
2804	2804	80068
2805	2805	80069
2806	2806	80071
2807	2807	80072
2808	2808	80073
2809	2809	80074
2810	2810	80076
2811	2811	80077
2812	2812	80079
2813	2813	80082
2814	2814	80083
2815	2815	80086
2816	2816	80088
2817	2817	80089
2818	2818	80090
2819	2819	80093
2820	2820	80096
2821	2821	80100
2822	2822	80105
2823	2823	80106
2824	2824	80110
2825	2825	80111
2826	2826	80111
2827	2827	80112
2828	2828	80114
2829	2829	80116
2830	2830	80116
2831	2831	80116
2832	2832	80119
2833	2833	80126
2834	2834	80133
2835	2835	80137
2836	2836	80139
2837	2837	80144
2838	2838	80154
2839	2839	80155
2840	2840	80156
2841	2841	80159
2842	2842	80160
2843	2843	80162
2844	2844	80163
2845	2845	80163
2846	2846	80166
2847	2847	80167
2848	2848	80169
2849	2849	80169
2850	2850	80171
2851	2851	80174
2852	2852	80177
2853	2853	80179
2854	2854	80180
2855	2855	80183
2856	2856	80183
2857	2857	80185
2858	2858	80185
2859	2859	80188
2860	2860	80195
2861	2861	80197
2862	2862	80198
2863	2863	80199
2864	2864	80200
2865	2865	80201
2866	2866	80202
2867	2867	80203
2868	2868	80208
2869	2869	80209
2870	2870	80209
2871	2871	80211
2872	2872	80211
2873	2873	80212
2874	2874	80213
2875	2875	80214
2876	2876	80215
2877	2877	80216
2878	2878	80217
2879	2879	80217
2880	2880	80221
2881	2881	80224
2882	2882	80226
2883	2883	80227
2884	2884	80228
2885	2885	80231
2886	2886	80233
2887	2887	80234
2888	2888	80237
2889	2889	80242
2890	2890	80243
2891	2891	80247
2892	2892	80250
2893	2893	80253
2894	2894	80262
2895	2895	80265
2896	2896	80266
2897	2897	80267
2898	2898	80268
2899	2899	80269
2900	2900	80272
2901	2901	80277
2902	2902	80280
2903	2903	80281
2904	2904	80283
2905	2905	80285
2906	2906	80286
2907	2907	80292
2908	2908	80293
2909	2909	80296
2910	2910	80300
2911	2911	80304
2912	2912	80306
2913	2913	80307
2914	2914	80308
2915	2915	80310
2916	2916	80312
2917	2917	80313
2918	2918	80316
2919	2919	80320
2920	2920	80321
2921	2921	80322
2922	2922	80323
2923	2923	80324
2924	2924	80324
2925	2925	80324
2926	2926	80325
2927	2927	80326
2928	2928	80327
2929	2929	80328
2930	2930	80328
2931	2931	80329
2932	2932	80330
2933	2933	80331
2934	2934	80334
2935	2935	80336
2936	2936	80337
2937	2937	80338
2938	2938	80344
2939	2939	80347
2940	2940	80350
2941	2941	80350
2942	2942	80350
2943	2943	80353
2944	2944	80354
2945	2945	80354
2946	2946	80354
2947	2947	80355
2948	2948	80355
2949	2949	80355
2950	2950	80356
2951	2951	80357
2952	2952	80359
2953	2953	80361
2954	2954	80362
2955	2955	80363
2956	2956	80366
2957	2957	80368
2958	2958	80369
2959	2959	80371
2960	2960	80371
2961	2961	80371
2962	2962	80371
2963	2963	80373
2964	2964	80373
2965	2965	80373
2966	2966	80373
2967	2967	80378
2968	2968	80378
2969	2969	80378
2970	2970	80381
2971	2971	80381
2972	2972	80382
2973	2973	80382
2974	2974	80382
2975	2975	80382
2976	2976	80389
2977	2977	80391
2978	2978	80392
2979	2979	80395
2980	2980	80397
2981	2981	80400
2982	2982	80402
2983	2983	80402
2984	2984	80403
2985	2985	80405
2986	2986	80407
2987	2987	80408
2988	2988	80410
2989	2989	80412
2990	2990	80412
2991	2991	80414
2992	2992	80417
2993	2993	80417
2994	2994	80419
2995	2995	80420
2996	2996	80421
2997	2997	80423
2998	2998	80424
2999	2999	80424
3000	3000	80426
3001	3001	80427
3002	3002	80429
3003	3003	80433
3004	3004	80433
3005	3005	80433
3006	3006	80433
3007	3007	80435
3008	3008	80436
3009	3009	80440
3010	3010	80442
3011	3011	80442
3012	3012	80444
3013	3013	80453
3014	3014	80455
3015	3015	80458
3016	3016	80458
3017	3017	80461
3018	3018	80466
3019	3019	80468
3020	3020	80472
3021	3021	80473
3022	3022	80474
3023	3023	80476
3024	3024	80476
3025	3025	80480
3026	3026	80481
3027	3027	80484
3028	3028	80485
3029	3029	80486
3030	3030	80487
3031	3031	80489
3032	3032	80491
3033	3033	80491
3034	3034	80495
3035	3035	80496
3036	3036	80497
3037	3037	80499
3038	3038	80503
3039	3039	80508
3040	3040	80509
3041	3041	80510
3042	3042	80511
3043	3043	80513
3044	3044	80514
3045	3045	80516
3046	3046	80518
3047	3047	80520
3048	3048	80525
3049	3049	80529
3050	3050	80530
3051	3051	80530
3052	3052	80530
3053	3053	80530
3054	3054	80530
3055	3055	80530
3056	3056	80530
3057	3057	80530
3058	3058	80530
3059	3059	80530
3060	3060	80530
3061	3061	80530
3062	3062	80530
3063	3063	80531
3064	3064	80532
3065	3065	80532
3066	3066	80533
3067	3067	80541
3068	3068	80544
3069	3069	80551
3070	3070	80552
3071	3071	80554
3072	3072	80554
3073	3073	80555
3074	3074	80556
3075	3075	80557
3076	3076	80559
3077	3077	80562
3078	3078	80566
3079	3079	80567
3080	3080	80572
3081	3081	80572
3082	3082	80573
3083	3083	80574
3084	3084	80582
3085	3085	80584
3086	3086	80585
3087	3087	80586
3088	3088	80592
3089	3089	80594
3090	3090	80596
3091	3091	80601
3092	3092	80604
3093	3093	80605
3094	3094	80607
3095	3095	80608
3096	3096	80610
3097	3097	80611
3098	3098	80615
3099	3099	80616
3100	3100	80620
3101	3101	80622
3102	3102	80622
3103	3103	80623
3104	3104	80623
3105	3105	80623
3106	3106	80625
3107	3107	80626
3108	3108	80627
3109	3109	80628
3110	3110	80639
3111	3111	80640
3112	3112	80643
3113	3113	80648
3114	3114	80648
3115	3115	80648
3116	3116	80649
3117	3117	80650
3118	3118	80651
3119	3119	80654
3120	3120	80657
3121	3121	80667
3122	3122	80668
3123	3123	80669
3124	3124	80669
3125	3125	80670
3126	3126	80671
3127	3127	80673
3128	3128	80674
3129	3129	80677
3130	3130	80678
3131	3131	80680
3132	3132	80681
3133	3133	80681
3134	3134	80682
3135	3135	80686
3136	3136	80688
3137	3137	80690
3138	3138	80691
3139	3139	80692
3140	3140	80692
3141	3141	80693
3142	3142	80697
3143	3143	80699
3144	3144	80699
3145	3145	80700
3146	3146	80701
3147	3147	80703
3148	3148	80706
3149	3149	80707
3150	3150	80711
3151	3151	80711
3152	3152	80711
3153	3153	80711
3154	3154	80711
3155	3155	80711
3156	3156	80711
3157	3157	80711
3158	3158	80711
3159	3159	80711
3160	3160	80711
3161	3161	80712
3162	3162	80712
3163	3163	80712
3164	3164	80712
3165	3165	80713
3166	3166	80714
3167	3167	80715
3168	3168	80716
3169	3169	80717
3170	3170	80718
3171	3171	80719
3172	3172	80721
3173	3173	80723
3174	3174	80724
3175	3175	80728
3176	3176	80732
3177	3177	80734
3178	3178	80738
3179	3179	80739
3180	3180	80740
3181	3181	80741
3182	3182	80741
3183	3183	80742
3184	3184	80744
3185	3185	80745
3186	3186	80747
3187	3187	80747
3188	3188	80747
3189	3189	80747
3190	3190	80747
3191	3191	80747
3192	3192	80747
3193	3193	80747
3194	3194	80747
3195	3195	80747
3196	3196	80747
3197	3197	80747
3198	3198	80747
3199	3199	80751
3200	3200	80751
3201	3201	80751
3202	3202	80753
3203	3203	80754
3204	3204	80754
3205	3205	80757
3206	3206	80757
3207	3207	80758
3208	3208	80759
3209	3209	80760
3210	3210	80761
3211	3211	80762
3212	3212	80763
3213	3213	80765
3214	3214	80767
3215	3215	80770
3216	3216	80770
3217	3217	80777
3218	3218	80778
3219	3219	80778
3220	3220	80779
3221	3221	80779
3222	3222	80780
3223	3223	80781
3224	3224	80788
3225	3225	80789
3226	3226	80790
3227	3227	80795
3228	3228	80795
3229	3229	80795
3230	3230	80795
3231	3231	80800
3232	3232	80803
3233	3233	80808
3234	3234	80813
3235	3235	80814
3236	3236	80815
3237	3237	80824
3238	3238	80826
3239	3239	80826
3240	3240	80826
3241	3241	80828
3242	3242	80829
3243	3243	80836
3244	3244	80838
3245	3245	80839
3246	3246	80840
3247	3247	80840
3248	3248	80841
3249	3249	80841
3250	3250	80842
3251	3251	80845
3252	3252	80846
3253	3253	80848
3254	3254	80848
3255	3255	80852
3256	3256	80852
3257	3257	80852
3258	3258	80852
3259	3259	80858
3260	3260	80859
3261	3261	80861
3262	3262	80862
3263	3263	80863
3264	3264	80863
3265	3265	80863
3266	3266	80867
3267	3267	80869
3268	3268	80870
3269	3269	80873
3270	3270	80874
3271	3271	80875
3272	3272	80876
3273	3273	80877
3274	3274	80879
3275	3275	80880
3276	3276	80883
3277	3277	80886
3278	3278	80889
3279	3279	80890
3280	3280	80892
3281	3281	80893
3282	3282	80896
3283	3283	80896
3284	3284	80896
3285	3285	80903
3286	3286	80904
3287	3287	80905
3288	3288	80906
3289	3289	80910
3290	3290	80915
3291	3291	80916
3292	3292	80919
3293	3293	80922
3294	3294	80926
3295	3295	80931
3296	3296	80937
3297	3297	80938
3298	3298	80940
3299	3299	80942
3300	3300	80949
3301	3301	80950
3302	3302	80951
3303	3303	80952
3304	3304	80954
3305	3305	80954
3306	3306	80954
3307	3307	80955
3308	3308	80958
3309	3309	80959
3310	3310	80963
3311	3311	80964
3312	3312	90001
3313	3313	90005
3314	3314	90006
3315	3315	90007
3316	3316	90009
3317	3317	90012
3318	3318	90019
3319	3319	90022
3320	3320	90024
3321	3321	90026
3322	3322	90029
